id,tenant_id,type,code,version,name,description,state,flags,body,effective_from,expires_at,attributes,created_at,updated_at,_load_ts_ms,cdc_source_ts_ms,cdc_op
fc067a16-466a-469d-9858-2db6254674d3,172097,in.zeta.policy.charge.EventBasedChargePolicy,UCP1sCtBL,2,Joining fee policy,Charge policy for  account joining fee,ENABLED,{},"{""voucherCode"":""TC000ChLAA"",""modelParameters"":{""fixedAmount"":{""waiver"":{""amount"":100,""currency"":""INR""},""baseFee"":{""amount"":3000,""currency"":""INR""},""discount"":{""amount"":1000,""currency"":""INR""}}},""allowedEventNames"":[""ACCOUNT_LEDGER_CREATED"",""ACCOUNT_ANNIVERSARY_CREATED"",""ACCOUNT_MIGCROZ2_CREATED"",""ACCOUNT_MIGI5n_CREATED""],""chargeSpecificationURI"":""charge-specification://code/UCS1l2ND7/version/1""}",2022-01-30 07:25:00.216000+00:00,2022-01-30 10:45:00.216000+00:00,{},2022-01-30 07:25:00.479365+00:00,2022-01-30 07:25:00.479365+00:00,1681731492000,,
36fe3e4c-cf5e-4d86-abe2-da24ece7b31e,172097,in.zeta.policy.charge.EventBasedChargePolicy,CCP1Guj2b,1,Joining fee policy,Charge policy for  account joining fee,ENABLED,{},"{""voucherCode"":""TC000vUiUX"",""modelParameters"":{""fixedAmount"":{""waiver"":{""amount"":1000,""currency"":""INR""},""baseFee"":{""amount"":10000,""currency"":""INR""},""discount"":{""amount"":8000,""currency"":""INR""}}},""allowedEventNames"":[""ACCOUNT_LEDGER_CREATED"",""ACCOUNT_ANNIVERSARY_CREATED"",""ACCOUNT_MIGEcJFE_CREATED""],""chargeSpecificationURI"":""charge-specification://code/SCS17cY77/version/1""}",2022-01-31 16:57:38.543000+00:00,2022-01-31 21:57:38.543000+00:00,{},2022-01-31 16:57:38.700364+00:00,2022-01-31 16:57:38.700364+00:00,1681731492000,,
29c429ba-99df-4d61-a696-8783e5747357,140793,in.zeta.ruby.policy.InterestPolicy,INTERESTPOLICYSILVERCARD1234,55,Infinia Credit Product,Tiered interest payable computation model for Silver Card Accounts,ENABLED,,"{""interestRules"":[{""rateTable"":""/tenants/172097/rateSpecificationCodes/ECOMINTERESTSILVERCARD?version=1"",""balanceType"":""DAILY_BALANCE"",""description"":""Interest on Retail Unbilled Balance"",""liquidation"":{""model"":""BillUnconditional"",""interestThreshold"":{""amount"":200.0,""currency"":""INR""},""minInterestToBill"":{""amount"":300.0,""currency"":""INR""},""postingCategories"":{""accrualPostingCategory"":""accruedInterestRetailUnbilled"",""billingPostingCategory"":""RetailInterestUnbilled"",""deferredInterestPostingCategory"":""deferredInterestRetailUnbilled""}},""postingCategory"":""RetailUnbilled"",""interestComponent"":""RETAILUNBILLEDINT""}],""payoffVariance"":{""amount"":100.0,""currency"":""INR""},""interestAccrual"":{""cycle"":""7954098136048249021"",""voucherCode"":""INTEREST_ACCURAL_TEST_9999"",""roundingRule"":""NEAR"",""dayCountMethod"":""ACTUAL/ACTUAL""},""debitEffectiveFrom"":""GreaterOfValueDateAndPrevStatementDate"",""creditEffectiveFrom"":""GreaterOfValueDateAndPrevStatementDate"",""interestLiquidation"":{""liquidationVoucherCode"":""INTEREST_LIQUDATION_TEST_78"",""paymentPostingCategory"":""rePayments""}}",2019-01-01 00:00:00+00:00,2030-12-31 00:00:00+00:00,,2022-02-01 03:43:57.907746+00:00,2022-02-01 03:43:57.907746+00:00,1681731492000,,
d702e29d-a7c1-493a-a291-72d213c677a4,172097,in.zeta.policy.charge.EventBasedChargePolicy,CCP1C2BSZ,1,Joining fee policy,Charge policy for  account joining fee,ENABLED,{},"{""voucherCode"":""TC000UtPqJ"",""modelParameters"":{""fixedAmount"":{""waiver"":{""amount"":1000,""currency"":""INR""},""baseFee"":{""amount"":10000,""currency"":""INR""},""discount"":{""amount"":8000,""currency"":""INR""}}},""allowedEventNames"":[""ACCOUNT_LEDGER_CREATED"",""ACCOUNT_ANNIVERSARY_CREATED"",""ACCOUNT_MIGdPlhv_CREATED""],""chargeSpecificationURI"":""charge-specification://code/SCS1wAMie/version/1""}",2022-02-01 04:15:14.192000+00:00,2022-02-01 09:15:14.192000+00:00,{},2022-02-01 04:15:14.338405+00:00,2022-02-01 04:15:14.338405+00:00,1681731492000,,
8a504dde-a7dd-4ee4-904b-bc21974e910f,140793,in.zeta.ruby.policy.RepaymentPolicy,INFINIA_REPAY_POLICY_952444,20,REPAY_POLICY_INFINIA_952444,Repayment Policy for Infinia CC Product,ENABLED,,"{""repaymentSequence"":[{""delinquencyStatus"":""LEVEL_0"",""settlementPriority"":[""RetailPrincipalUnbilled"",""CashAdvanceFeeUnbilled"",""CashPrincipalUnbilled"",""EMIInterestBilled"",""EMIAmountBilled"",""RetailServiceFeeBilled"",""CashAdvanceFeeBilled"",""LateFeeBilled"",""InsufficientFundFeeBilled"",""OverlimitFeeBilled"",""RetailInterestBilled"",""CashInterestBilled"",""RetailPrincipalBilled"",""CashPrincipalBilled"",""AnnualFeeBilled"",""CollectionFeeBilled"",""EMIInterestUnbilled"",""EMIAmountUnbilled"",""RetailServiceFeeUnbilled"",""LateFeeUnbilled"",""InsufficientFundFeeUnbilled"",""OverlimitFeeUnbilled"",""RetailInterestUnbilled"",""CashInterestUnbilled"",""AnnualFeeUnbilled"",""CollectionFeeUnbilled""]},{""delinquencyStatus"":""LEVEL_1"",""settlementPriority"":[""CashAdvanceFeeUnbilled"",""CashPrincipalUnbilled"",""RetailPrincipalUnbilled"",""EMIInterestBilled"",""EMIAmountBilled"",""RetailServiceFeeBilled"",""CashAdvanceFeeBilled"",""LateFeeBilled"",""InsufficientFundFeeBilled"",""OverlimitFeeBilled"",""RetailInterestBilled"",""CashInterestBilled"",""RetailPrincipalBilled"",""CashPrincipalBilled"",""AnnualFeeBilled"",""CollectionFeeBilled"",""EMIInterestUnbilled"",""EMIAmountUnbilled"",""RetailServiceFeeUnbilled"",""LateFeeUnbilled"",""InsufficientFundFeeUnbilled"",""OverlimitFeeUnbilled"",""RetailInterestUnbilled"",""CashInterestUnbilled"",""AnnualFeeUnbilled"",""CollectionFeeUnbilled""]},{""delinquencyStatus"":""LEVEL_2"",""settlementPriority"":[""RetailPrincipalUnbilled"",""CashAdvanceFeeUnbilled"",""CashPrincipalUnbilled"",""EMIInterestBilled"",""EMIAmountBilled"",""RetailServiceFeeBilled"",""CashAdvanceFeeBilled"",""LateFeeBilled"",""InsufficientFundFeeBilled"",""OverlimitFeeBilled"",""RetailInterestBilled"",""CashInterestBilled"",""RetailPrincipalBilled"",""CashPrincipalBilled"",""AnnualFeeBilled"",""CollectionFeeBilled"",""EMIInterestUnbilled"",""EMIAmountUnbilled"",""RetailServiceFeeUnbilled"",""LateFeeUnbilled"",""InsufficientFundFeeUnbilled"",""OverlimitFeeUnbilled"",""RetailInterestUnbilled"",""CashInterestUnbilled"",""AnnualFeeUnbilled"",""CollectionFeeUnbilled""]},{""delinquencyStatus"":""LEVEL_3"",""settlementPriority"":[""RetailPrincipalUnbilled"",""CashAdvanceFeeUnbilled"",""CashPrincipalUnbilled"",""EMIInterestBilled"",""EMIAmountBilled"",""RetailServiceFeeBilled"",""CashAdvanceFeeBilled"",""LateFeeBilled"",""InsufficientFundFeeBilled"",""OverlimitFeeBilled"",""RetailInterestBilled"",""CashInterestBilled"",""RetailPrincipalBilled"",""CashPrincipalBilled"",""AnnualFeeBilled"",""CollectionFeeBilled"",""EMIInterestUnbilled"",""EMIAmountUnbilled"",""RetailServiceFeeUnbilled"",""LateFeeUnbilled"",""InsufficientFundFeeUnbilled"",""OverlimitFeeUnbilled"",""RetailInterestUnbilled"",""CashInterestUnbilled"",""AnnualFeeUnbilled"",""CollectionFeeUnbilled""]}],""excessPaymentCategory"":""ExcessPayment""}",2010-01-01 00:00:00+00:00,2035-01-01 00:00:00+00:00,,2022-02-01 06:59:16.781519+00:00,2022-02-01 06:59:16.781519+00:00,1681731492000,,
dbb2e5a1-80e1-4612-8a39-de07f62a45e7,172097,in.zeta.policy.charge.EventBasedChargePolicy,UCP1nD3q6,2,Joining fee policy,Charge policy for  account joining fee,ENABLED,{},"{""voucherCode"":""TC000ThjoA"",""modelParameters"":{""fixedAmount"":{""waiver"":{""amount"":100,""currency"":""INR""},""baseFee"":{""amount"":3000,""currency"":""INR""},""discount"":{""amount"":1000,""currency"":""INR""}}},""allowedEventNames"":[""ACCOUNT_LEDGER_CREATED"",""ACCOUNT_ANNIVERSARY_CREATED"",""ACCOUNT_MIGfXbGu_CREATED"",""ACCOUNT_MIGFJg_CREATED""],""chargeSpecificationURI"":""charge-specification://code/UCS1c1Qh3/version/1""}",2022-02-01 07:24:57.982000+00:00,2022-02-01 10:44:57.982000+00:00,{},2022-02-01 07:24:58.244034+00:00,2022-02-01 07:24:58.244034+00:00,1681731492000,,
4bc55c63-6b02-4c59-a1f4-cdaafd065759,172097,in.zeta.policy.charge.EventBasedChargePolicy,CCP1acciK,1,Joining fee policy,Charge policy for  account joining fee,ENABLED,{},"{""voucherCode"":""TC000CbHa4"",""modelParameters"":{""fixedAmount"":{""waiver"":{""amount"":1000,""currency"":""INR""},""baseFee"":{""amount"":10000,""currency"":""INR""},""discount"":{""amount"":8000,""currency"":""INR""}}},""allowedEventNames"":[""ACCOUNT_LEDGER_CREATED"",""ACCOUNT_ANNIVERSARY_CREATED"",""ACCOUNT_MIGjftV5_CREATED""],""chargeSpecificationURI"":""charge-specification://code/SCS1O9O0F/version/1""}",2022-02-01 07:25:05.992000+00:00,2022-02-01 12:25:05.992000+00:00,{},2022-02-01 07:25:06.235951+00:00,2022-02-01 07:25:06.235951+00:00,1681731492000,,
eff4e1d6-4e8c-40a1-a401-2e6ba1e1a7af,172097,in.zeta.policy.charge.EventBasedChargePolicy,UCP1X2r9S,2,Joining fee policy,Charge policy for  account joining fee,ENABLED,{},"{""voucherCode"":""TC000NhOKS"",""modelParameters"":{""fixedAmount"":{""waiver"":{""amount"":100,""currency"":""INR""},""baseFee"":{""amount"":3000,""currency"":""INR""},""discount"":{""amount"":1000,""currency"":""INR""}}},""allowedEventNames"":[""ACCOUNT_LEDGER_CREATED"",""ACCOUNT_ANNIVERSARY_CREATED"",""ACCOUNT_MIGRyen6_CREATED"",""ACCOUNT_MIG6rj_CREATED""],""chargeSpecificationURI"":""charge-specification://code/UCS1Gp85N/version/1""}",2022-02-01 11:05:17.015000+00:00,2022-02-01 14:25:17.015000+00:00,{},2022-02-01 11:05:17.681578+00:00,2022-02-01 11:05:17.681578+00:00,1681731492000,,
4a7f448f-e9bd-4317-b9f5-93a767d16993,172097,in.zeta.policy.charge.EventBasedChargePolicy,UCP1VgTDY,2,Joining fee policy,Charge policy for  account joining fee,ENABLED,{},"{""voucherCode"":""TC000ECDXx"",""modelParameters"":{""fixedAmount"":{""waiver"":{""amount"":100,""currency"":""INR""},""baseFee"":{""amount"":3000,""currency"":""INR""},""discount"":{""amount"":1000,""currency"":""INR""}}},""allowedEventNames"":[""ACCOUNT_LEDGER_CREATED"",""ACCOUNT_ANNIVERSARY_CREATED"",""ACCOUNT_MIGZxn3J_CREATED"",""ACCOUNT_MIGYtL_CREATED""],""chargeSpecificationURI"":""charge-specification://code/UCS10aPfL/version/1""}",2022-02-01 12:57:06.228000+00:00,2022-02-01 16:17:06.228000+00:00,{},2022-02-01 12:57:10.774252+00:00,2022-02-01 12:57:10.774252+00:00,1681731492000,,
06ccf1dc-e5df-4983-be8c-9346676d30ad,140793,in.zeta.policy.charge.EventBasedChargePolicy,JMeter_LATEFEE_14035,4,JMeter_LATEFEE,Late Fee policy for HDFC SILVER CC Product,ENABLED,,"{""chargeType"":""ABC"",""voucherCode"":""ABC"",""modelParameters"":{""taxes"":{""cgst"":9.0,""igst"":18.0,""sgst"":9.0},""tiers"":[{""baseFee"":0.0,""lowerLimit"":0.0,""upperLimit"":99.0},{""baseFee"":100.0,""lowerLimit"":100.0,""upperLimit"":500.0},{""baseFee"":500.0,""lowerLimit"":501.0,""upperLimit"":5000.0},{""baseFee"":600.0,""lowerLimit"":5001.0,""upperLimit"":10000.0},{""baseFee"":800.0,""lowerLimit"":10001.0,""upperLimit"":25000.0},{""baseFee"":1100.0,""lowerLimit"":25001.0,""upperLimit"":50000.0},{""baseFee"":1300.0,""lowerLimit"":50001.0}]},""allowedEventNames"":[""ABC""],""reversalVoucherCode"":""LATE_FEE_REVERSAL"",""chargeSpecificationURI"":""charge-specification://code/NEW_CS_01/version/3""}",2019-01-01 00:00:00+00:00,2030-08-01 00:00:00+00:00,,2022-02-01 20:06:38.470098+00:00,2022-02-01 20:06:38.470098+00:00,1681731492000,,
